ProblemSize,AvgE2ETime,AvgAlgoTime
2,3.91854e-05,5.142e-07
4,1.9723999999999995e-06,7.108e-07
8,7.7862e-06,3.4301999999999998e-06
16,3.57152e-05,2.4132e-05
32,0.0002368634,0.0001963748
64,0.0016644001999999998,0.0015078166000000001
128,0.0123052202,0.0116894152
256,0.08269039239999999,0.0802796272
512,0.5849519486,0.5767118534
1024,4.6197111589999995,4.585882621200001
2048,37.5896912664,37.452108954799996
4096,297.01893504800006,296.4725565758
