ProblemSize,AvgE2ETime,AvgAlgoTime
2,3.73026e-05,3.5800000000000006e-07
4,1.7765999999999999e-06,6.04e-07
8,7.2518e-06,2.9642e-06
16,3.3285200000000004e-05,2.20556e-05
32,0.00022991840000000002,0.0001925048
64,0.0016165300000000001,0.0014646315999999999
128,0.0120463132,0.0114627552
256,0.0856728162,0.0833662662
512,0.6607958574,0.6526892498
1024,5.3415256992,5.3082031588
2048,42.81963751000001,42.6848051818
4096,340.1592907346,339.62445742119996
