ProblemSize,AvgE2ETime,AvgAlgoTime
2,4.0022400000000005e-05,3.24e-07
4,1.8223999999999997e-06,5.772e-07
8,7.9134e-06,3.1525999999999997e-06
16,3.5973800000000004e-05,2.36024e-05
32,0.0002369572,0.00019690459999999998
64,0.0016867266,0.0015241958
128,0.013624935400000001,0.012998648800000002
256,0.09556456779999999,0.093176027
512,0.7450408166,0.737073898
1024,6.131805830599999,6.0987115272
2048,121.542394711,121.4049423856
4096,1347.6138635926,1347.0705112056
