ProblemSize,AvgE2ETime,AvgAlgoTime
2,4.92808e-05,4.734e-07
4,2.2052e-06,6.814000000000002e-07
8,8.9274e-06,3.7772000000000004e-06
16,4.2328400000000006e-05,2.8248999999999993e-05
32,0.0002821856,0.0002340342
64,0.0020300434,0.0018417836000000003
128,0.014525490999999998,0.0137739424
256,0.0898974608,0.087061347
512,0.5751846612,0.5670621356
1024,4.5552586644,4.5213100752
2048,37.0098548946,36.870961122999994
4096,292.91143324300003,292.3575547632
