ProblemSize,AvgE2ETime,AvgAlgoTime
2,4.7904e-05,4.252e-07
4,2.301e-06,6.897999999999999e-07
8,1.1458600000000002e-05,3.9082e-06
16,4.4035799999999996e-05,2.9425000000000004e-05
32,0.00029034,0.00024050019999999998
64,0.0020696678,0.0018779683999999997
128,0.014949163800000002,0.014199300199999997
256,0.09089056920000001,0.08809170820000001
512,0.5751621538,0.5670785574
1024,4.544539099,4.5114572032
2048,36.984191959200004,36.8471714166
4096,292.8371748214,292.2939256696
