ProblemSize,AvgE2ETime,AvgAlgoTime
2,3.67586e-05,4.286e-07
4,1.6222e-06,5.052e-07
8,6.994000000000001e-06,2.8642e-06
16,3.42438e-05,2.21588e-05
32,0.0002222954,0.00018335499999999998
64,0.00157794,0.0014306421999999998
128,0.0119617976,0.011386500599999998
256,0.0970601898,0.0947861328
512,0.7880327979999999,0.7798612066
1024,16.5525474234,16.518570293799996
2048,216.391856852,216.2515053614
4096,1509.0804083066,1508.5262409046002
