ProblemSize,AvgE2ETime,AvgAlgoTime
2,4.9093e-05,3.8160000000000003e-07
4,2.3172e-06,7.951999999999999e-07
8,9.747e-06,4.5328e-06
16,4.62242e-05,3.1788e-05
32,0.00028609800000000004,0.0002376604
64,0.0020454680000000004,0.0018552492
128,0.0160247344,0.0152921884
256,0.0974773454,0.0947158224
512,0.7168201076,0.7088347224
1024,5.8318686276,5.798362880800001
2048,107.7372583314,107.6005167154
4096,1237.2606235724002,1236.7204954786
