ProblemSize,AvgE2ETime,AvgAlgoTime
2,3.6045600000000006e-05,2.6700000000000005e-07
4,1.6392e-06,5.106e-07
8,8.9992e-06,2.9331999999999997e-06
16,3.28548e-05,2.19826e-05
32,0.0002154098,0.0001776984
64,0.0015542531999999999,0.0014123915999999998
128,0.011888882600000001,0.011312916400000001
256,0.0961887114,0.09392541800000001
512,0.7760029254,0.7677952107999999
1024,16.8743473984,16.8402043722
2048,215.07559026199996,214.93654032220002
4096,1480.7642731400001,1480.2097184539998
