ProblemSize,AvgE2ETime,AvgAlgoTime
2,0.000001689,0.000000301
4,0.000001612,0.000000503
8,0.000005581,0.000002938
16,0.000029145,0.000017869
32,0.000186732,0.000143635
64,0.001229017,0.001044066
128,0.005891414,0.005345357
256,0.051569808,0.048745777
512,0.412709293,0.404086926
1024,4.312637299,4.279337958
2048,69.094583088,68.959601723
4096,653.705185293,653.206699010
