ProblemSize,AvgE2ETime,AvgAlgoTime
2,0.000001655,0.000000467
4,0.000001526,0.000000537
8,0.000007317,0.000002318
16,0.000029676,0.000016781
32,0.000182230,0.000133758
64,0.000945181,0.000760271
128,0.006266301,0.005578507
256,0.047907733,0.045306386
512,0.300190016,0.291419869
1024,2.316423202,2.279115730
2048,18.602261248,18.461795051
4096,145.894256525,145.347562830
