ProblemSize,AvgE2ETime,AvgAlgoTime
2,0.000001600,0.000000418
4,0.000001438,0.000000429
8,0.000006550,0.000002182
16,0.000030746,0.000017085
32,0.000192926,0.000139591
64,0.001223836,0.001026791
128,0.009093199,0.008250490
256,0.052645532,0.049991174
512,0.351175438,0.342011161
1024,2.760788133,2.721570935
2048,21.607457677,21.459041115
4096,171.563514976,171.005481827
